Artist,Album,Type
Dr. Dre,Detox,Studio
Dr. Dre,Concrete Roots,Compilation
Dr. Dre,First Round Knock Out,Compilation
Dr. Dre,Back 'n the Day,Compilation
Dr. Dre,Dr. Dre Presents the Aftermath,Compilation
Dr. Dre,Chronicle: Best of the Works,Compilation
Dr. Dre,Chronicles: Death Row Classics,Compilation
Dr. Dre,We Want Eazy,Collaboration
Dr. Dre,U Better Recognize,Collaboration
Dr. Dre,California Love,Collaboration
Dr. Dre,No Diggity,Collaboration
Dr. Dre,Ghetto Fabulous,Collaboration
Dr. Dre,Guilty Conscience,Collaboration
Dr. Dre,Hello,Collaboration
Dr. Dre,The Knoc,Collaboration
Dr. Dre,Symphony in X Major,Collaboration
Dr. Dre,Encore,Collaboration
Dr. Dre,Crack a Bottle,Collaboration
Dr. Dre,Old Time's Sake,Collaboration
Dr. Dre,Hell Breaks Loose,Collaboration
Dr. Dre,The Recipe,Collaboration
Dr. Dre,New Day,Collaboration
Dr. Dre,Stronger,Collaboration
Dr. Dre,Straight Outta Compton,Studio
Dr. Dre,Niggaz4Life,Studio
Dr. Dre,100 Miles and Runnin',Extended Play
Dr. Dre,N.W.A. and the Posse,Compilation
Dr. Dre,Greatest Hits,Compilation
Dr. Dre,10th Anniversary Tribute,Compilation
Dr. Dre,"The N.W.A Legacy, Vol. 1",Compilation
Dr. Dre,"The N.W.A Legacy, Vol. 2",Compilation
Dr. Dre,The Strength of Street Knowledge,Compilation
Dr. Dre,Family Tree,Compilation
Duck Sauce,Old School Junkies: The Album,Studio
Duck Sauce,Sampleslaya: Enter the Meatmarket,Studio
Duck Sauce,2 Future 4 U,Studio
Duck Sauce,Killing Puritans,Studio
Duck Sauce,Gandhi Khan,Studio
Duck Sauce,Nympho,Studio
Duck Sauce,Ghettoblaster,Studio
Duck Sauce,You Don't Know Me: The Best of Armand Van Helden,Compilation
Dulce Maria,Rebelde (Edição Brasil),Other
Dulce Maria,Nosso Amor Rebelde,Other
Dulce Maria,Celestial (Versão Brasil),Other
Dulce Maria,Tour Generación RBD En Vivo,Live
Dulce Maria,Live in Hollywood,Live
Dulce Maria,Live in Rio,Live
Dulce Maria,Hecho en España,Live
Dulce Maria,La Familia,Compilation
Dulce Maria,Best Of,Compilation
Dulce Maria,Hits Em Português,Compilation
Dulce Maria,Greatest Hits,Compilation
Dulce Maria,Tour Generación RBD en Vivo,Video
Dulce Maria,Live in Hollywood,Video
Dulce Maria,Live in Rio,Video
Dulce Maria,Hecho en España,Video
Dulce Maria,Live in Brasília,Video
Dulce Maria,Tournée do Adeus,Video
Duran Duran,Duran Duran,Studio
Duran Duran,Rio,Studio
Duran Duran,Seven and the Ragged Tiger,Studio
Duran Duran,Notorious,Studio
Duran Duran,Big Thing,Studio
Duran Duran,Liberty,Studio
Duran Duran,Duran Duran,Studio
Duran Duran,Thank You,Studio
Duran Duran,Medazzaland,Studio
Duran Duran,Pop Trash,Studio
Duran Duran,Astronaut,Studio
Duran Duran,Red Carpet Massacre,Studio
Duran Duran,All You Need Is Now,Studio
Duran Duran,Paper Gods,Studio
Duran Duran,Arena,Live
Duran Duran,Live at Hammersmith '82!,Live
Duran Duran,A Diamond in the Mind: Live 2011,Live
Duran Duran,Carnival,Compilation
Duran Duran,Master Mixes,Compilation
Duran Duran,Decade,Compilation
Duran Duran,Greatest,Compilation
Duran Duran,Night Versions: The Essential Duran Duran,Compilation
Duran Duran,Strange Behaviour,Compilation
Duran Duran,Singles Box Set 1981–1985,Compilation
Duran Duran,The Singles 1986–1995,Compilation
Duran Duran,The Essential Collection,Compilation
Duran Duran,From Mediterranea with Love,Compilation
Duran Duran,Carnival,Remix
Duran Duran,Master Mixes,Remix
Duran Duran,Decade,Remix
Duran Duran,Greatest,Remix
Duran Duran,Night Versions: The Essential Duran Duran,Remix
Duran Duran,Strange Behaviour,Remix
Duran Duran,Singles Box Set 1981–1985,Remix
Duran Duran,The Singles 1986–1995,Remix
Duran Duran,The Essential Collection,Remix
Duran Duran,From Mediterranea with Love,Remix
The Eagles,Eagles,Studio
The Eagles,Desperado,Studio
The Eagles,On the Border,Studio
The Eagles,One of These Nights,Studio
The Eagles,Hotel California,Studio
The Eagles,The Long Run,Studio
The Eagles,Long Road Out of Eden,Studio
The Eagles,Their Greatest Hits (1971–1975),Compilation
The Eagles,"Eagles Greatest Hits, Vol. 2",Compilation
The Eagles,The Very Best of the Eagles,Compilation
The Eagles,Selected Works: 1972–1999,Compilation
The Eagles,The Very Best Of,Compilation
The Eagles,Eagles,Compilation
Easton Corbin,Easton Corbin,Studio
Easton Corbin,All Over the Road,Studio
Easton Corbin,About to Get Real,Studio
Eiffel 65,Europop,Studio
Eiffel 65,Contact!,Studio
Elena Paparizou,Mambo!,Extended Play
Elena Paparizou,Fos,Extended Play
Elena Paparizou,Greatest Hits & More,Compilation
Elena Paparizou,Mambo!,Extended Play
Elena Paparizou,Fos,Extended Play
Elena Paparizou,Greatest Hits & More,Compilation
Elena Paparizou,Mera Me Ti Mera,Studio
Elena Paparizou,Die for You,Studio
Elena Paparizou,Alli Mia Fora,Studio
Elena Paparizou,Me Logia Ellinika,Other
Elena Paparizou,Blue Love,Other
Elena Paparizou,Antique,Extended Play
Elena Paparizou,Dance: Re-mixes + Videos,Extended Play
Elena Paparizou,Collector's Edition,Compilation
Elena Paparizou,The Very Best of Antique,Compilation
Elena Paparizou,Collection: Hits & Remixes,Compilation
Elena Paparizou,Mambo!,Extended Play
Elena Paparizou,Fos,Extended Play
Elena Paparizou,Greatest Hits & More,Compilation
Elena Paparizou,Mambo!,Extended Play
Elena Paparizou,Fos,Extended Play
Elena Paparizou,Greatest Hits & More,Compilation
Elena Paparizou,Mera Me Ti Mera,Studio
Elena Paparizou,Die for You,Studio
Elena Paparizou,Alli Mia Fora,Studio
Elena Paparizou,Me Logia Ellinika,Other
Elena Paparizou,Blue Love,Other
Elena Paparizou,Antique,Extended Play
Elena Paparizou,Dance: Re-mixes + Videos,Extended Play
Elena Paparizou,Collector's Edition,Compilation
Elena Paparizou,The Very Best of Antique,Compilation
Elena Paparizou,Collection: Hits & Remixes,Compilation
Ellie Goulding,Lights,Studio
Ellie Goulding,Halcyon,Studio
Ellie Goulding,Halcyon Days,Studio
Ellie Goulding,Delirium,Studio
Ellie Goulding,An Introduction to Ellie Goulding,Extended Play
Ellie Goulding,Run into the Light,Extended Play
Elton John,Empty Sky,Studio
Elton John,Elton John,Studio
Elton John,Tumbleweed Connection,Studio
Elton John,Madman Across the Water,Studio
Elton John,Honky Château,Studio
Elton John,Don't Shoot Me I'm Only the Piano Player,Studio
Elton John,Goodbye Yellow Brick Road,Studio
Elton John,Caribou,Studio
Elton John,Captain Fantastic and the Brown Dirt Cowboy,Studio
Elton John,Rock of the Westies,Studio
Elton John,Blue Moves,Studio
Elton John,A Single Man,Studio
Elton John,Victim of Love,Studio
Elton John,21 at 33,Studio
Elton John,The Fox,Studio
Elton John,Jump Up!,Studio
Elton John,Too Low for Zero,Studio
Elton John,Breaking Hearts,Studio
Elton John,Ice on Fire,Studio
Elton John,Leather Jackets,Studio
Elton John,Reg Strikes Back,Studio
Elton John,Sleeping with the Past,Studio
Elton John,The One,Studio
Elton John,Duets,Studio
Elton John,Made in England,Studio
Elton John,The Big Picture,Studio
Elton John,Songs from the West Coast,Studio
Elton John,Peachtree Road,Studio
Elton John,The Captain & the Kid,Studio
Elton John,The Diving Board,Studio
Elton John,Wonderful Crazy Night,Studio
Elton John,17-11-70,Live
Elton John,Here and There,Live
Elton John,Live in Australia with the Melbourne Symphony Orchestra,Live
Elton John,Elton John One Night Only – The Greatest Hits,Live
Elton John,Elton 60 – Live at Madison Square Garden,Live
Elton John,Friends,Soundtrack
Elton John,The Lion King,Soundtrack
Elton John,The Muse,Soundtrack
Elton John,Elton John and Tim Rice's Aida,Soundtrack
Elton John,The Road to El Dorado,Soundtrack
Elton John,Gnomeo & Juliet,Soundtrack
Elton John,Greatest Hits,Compilation
Elton John,Greatest Hits Volume II,Compilation
Elton John,The Thom Bell Sessions,Compilation
Elton John,Lady Samantha,Compilation
Elton John,Greatest Hits Vol. 3,Compilation
Elton John,The Complete Thom Bell Sessions,Compilation
Elton John,To Be Continued,Compilation
Elton John,The Very Best of Elton John,Compilation
Elton John,Rare Masters,Compilation
Elton John,Greatest Hits 1976–1986,Compilation
Elton John,Chartbusters Go Pop,Compilation
Elton John,Classic Elton John,Compilation
Elton John,Love Songs,Compilation
Elton John,Prologue,Compilation
Elton John,Greatest Hits 1970–2002,Compilation
Elton John,Elton John's Christmas Party,Compilation
Elton John,Rocket Man: The Definitive Hits,Compilation
Elton John,Diamonds,Compilation
Elton John,Two Rooms: Celebrating the Songs of Elton John & Bernie Taupin,Other
Elton John,The Union,Other
Elton John,Good Morning to the Night,Other
Elton John,Revamp & Restoration,Other
Elton John,The Afternoon Concert,Video
Elton John,The Night Time Concert,Video
Elton John,Night and Day Concert,Video
Elton John,Live in Australia,Video
Elton John,The Very Best of Elton John,Video
Elton John,Live in Barcelona,Video
Elton John,Love Songs,Video
Elton John,Elton John One Night Only – The Greatest Hits,Video
Elton John,Dream Ticket,Video
Elton John,Elton 60 – Live at Madison Square Garden,Video
Elton John,The Red Piano,Video
Eminem,Infinite,Studio
Eminem,The Slim Shady LP,Studio
Eminem,The Marshall Mathers LP,Studio
Eminem,The Eminem Show,Studio
Eminem,Encore,Studio
Eminem,Relapse,Studio
Eminem,Recovery,Studio
Eminem,The Marshall Mathers LP 2,Studio
Eminem,Revival,Studio
Eminem,Kamikaze,Studio
Eminem,The Singles,Compilation
Eminem,Curtain Call: The Hits,Compilation
Eminem,Eminem Presents: The Re-Up,Compilation
Eminem,Shady XV,Compilation
Eminem,8 Mile,Soundtrack
Eminem,Southpaw,Soundtrack
Eminem,E,Video
Eminem,All Access Europe,Video
Eminem,Lose Yourself,Soundtrack
Eminem,Kings Never Die,Soundtrack
Eminem,Phenomenal,Soundtrack
Eminem,Dead Wrong,Collaboration
Eminem,Forgot About Dre,Collaboration
Eminem,The Watcher,Collaboration
Eminem,Renegade,Collaboration
Eminem,Rock City,Collaboration
Eminem,Hellbound,Collaboration
Eminem,Rap Name,Collaboration
Eminem,Shit Hits the Fan,Collaboration
Eminem,One Day at a Time,Collaboration
Eminem,Welcome 2 Detroit,Collaboration
Eminem,Smack That,Collaboration
Eminem,Touchdown,Collaboration
Eminem,Drop the World,Collaboration
Eminem,Roman's Revenge,Collaboration
Eminem,Love the Way You Lie (Part II),Collaboration
Eminem,That's All She Wrote,Collaboration
Eminem,I Need a Doctor,Collaboration
Eminem,Writer's Block,Collaboration
Eminem,Throw That,Collaboration
Eminem,Numb,Collaboration
Eminem,My Life,Collaboration
Eminem,C'mon Let Me Ride,Collaboration
Eminem,Calm Down,Collaboration
Eminem,Best Friend,Collaboration
Eminem,No Favors,Collaboration
Eminem,Revenge,Collaboration
Eminem,Majesty,Collaboration
Eminem,Homicide,Collaboration
Eminem,Devil's Night,Studio
Eminem,D12 World,Studio
Eminem,Eminem Presents: The Re-Up,Compilation
Eminem,Shady XV,Compilation
Eminem,Shady XV,Compilation
Eminem,Hell: The Sequel,Extended Play
Eminem,Bad Meets Evil,Collaboration
Eminem,Renegade,Collaboration
Eminem,Rock City,Collaboration
Eminem,Writer's Block,Collaboration
Eminem,Throw That,Collaboration
Eminem,Infinite,Studio
Eminem,The Slim Shady LP,Studio
Eminem,The Marshall Mathers LP,Studio
Eminem,The Eminem Show,Studio
Eminem,Encore,Studio
Eminem,Relapse,Studio
Eminem,Recovery,Studio
Eminem,The Marshall Mathers LP 2,Studio
Eminem,Revival,Studio
Eminem,Kamikaze,Studio
Eminem,The Singles,Compilation
Eminem,Curtain Call: The Hits,Compilation
Eminem,Eminem Presents: The Re-Up,Compilation
Eminem,Shady XV,Compilation
Eminem,8 Mile,Soundtrack
Eminem,Southpaw,Soundtrack
Eminem,E,Video
Eminem,All Access Europe,Video
Eminem,Lose Yourself,Soundtrack
Eminem,Kings Never Die,Soundtrack
Eminem,Phenomenal,Soundtrack
Eminem,Dead Wrong,Collaboration
Eminem,Forgot About Dre,Collaboration
Eminem,The Watcher,Collaboration
Eminem,Renegade,Collaboration
Eminem,Rock City,Collaboration
Eminem,Hellbound,Collaboration
Eminem,Rap Name,Collaboration
Eminem,Shit Hits the Fan,Collaboration
Eminem,One Day at a Time,Collaboration
Eminem,Welcome 2 Detroit,Collaboration
Eminem,Smack That,Collaboration
Eminem,Touchdown,Collaboration
Eminem,Drop the World,Collaboration
Eminem,Roman's Revenge,Collaboration
Eminem,Love the Way You Lie (Part II),Collaboration
Eminem,That's All She Wrote,Collaboration
Eminem,I Need a Doctor,Collaboration
Eminem,Writer's Block,Collaboration
Eminem,Throw That,Collaboration
Eminem,Numb,Collaboration
Eminem,My Life,Collaboration
Eminem,C'mon Let Me Ride,Collaboration
Eminem,Calm Down,Collaboration
Eminem,Best Friend,Collaboration
Eminem,No Favors,Collaboration
Eminem,Revenge,Collaboration
Eminem,Majesty,Collaboration
Eminem,Homicide,Collaboration
Eminem,Devil's Night,Studio
Eminem,D12 World,Studio
Eminem,Eminem Presents: The Re-Up,Compilation
Eminem,Shady XV,Compilation
Eminem,Shady XV,Compilation
Eminem,Hell: The Sequel,Extended Play
Eminem,Bad Meets Evil,Collaboration
Eminem,Renegade,Collaboration
Eminem,Rock City,Collaboration
Eminem,Writer's Block,Collaboration
Eminem,Throw That,Collaboration
Emma Bunton,A Girl Like Me,Studio
Emma Bunton,Free Me,Studio
Emma Bunton,Life in Mono,Studio
Emma Bunton,My Happy Place,Studio
Emma Bunton,Spice,Studio
Emma Bunton,Spiceworld,Studio
Emma Bunton,Forever,Studio
Emma Bunton,Greatest Hits,Compilation
Emma Bunton,One Hour of Girl Power,Video
Emma Bunton,Girl Power! Live in Istanbul,Video
Emma Bunton,Live at Wembley Stadium,Video
Emmelie de Forest,Acoustic Session,Extended Play
Enrique Iglesias,Enrique Iglesias,Studio
Enrique Iglesias,Vivir,Studio
Enrique Iglesias,Cosas del Amor,Studio
Enrique Iglesias,Enrique,Studio
Enrique Iglesias,Escape,Studio
Enrique Iglesias,Quizás,Studio
Enrique Iglesias,7,Studio
Enrique Iglesias,Insomniac,Studio
Enrique Iglesias,Euphoria,Studio
Enrique Iglesias,Sex and Love,Studio
Enrique Iglesias,Remixes,Compilation
Enrique Iglesias,Bailamos: Greatest Hits,Compilation
Enrique Iglesias,The Best Hits,Compilation
Enrique Iglesias,95/08 Éxitos,Compilation
Enrique Iglesias,Greatest Hits,Compilation
Enrique Iglesias,95/08 Éxitos,Video
Enrique Iglesias,Greatest Hits,Video
Enrique Iglesias,Yo canto,Studio
Enrique Iglesias,Un canto a Galicia,Studio
Enrique Iglesias,Soy ,Studio
Enrique Iglesias,A flor de piel,Studio
Enrique Iglesias,A México,Studio
Enrique Iglesias,El amor,Studio
Enrique Iglesias,America,Studio
Enrique Iglesias,A mis 33 años,Studio
Enrique Iglesias,Emociones,Studio
Enrique Iglesias,"Sono un pirata, sono un signore",Studio
Enrique Iglesias,À vous les femmes,Studio
Enrique Iglesias,Hey!,Studio
Enrique Iglesias,De niña a mujer,Studio
Enrique Iglesias,Zartlichkeiten,Studio
Enrique Iglesias,Momentos,Studio
Enrique Iglesias,Momenti,Studio
Enrique Iglesias,Amor,Studio
Enrique Iglesias,Et l'amour crea la femme,Studio
Enrique Iglesias,1100 Bel Air Place,Studio
Enrique Iglesias,Libra,Studio
Enrique Iglesias,Un hombre solo,Studio
Enrique Iglesias,Tutto l'amore che ti manca,Studio
Enrique Iglesias,Non Stop,Studio
Enrique Iglesias,Raíces,Studio
Enrique Iglesias,Starry Night,Studio
Enrique Iglesias,Calor,Studio
Enrique Iglesias,Crazy,Studio
Enrique Iglesias,La carretera,Studio
Enrique Iglesias,Tango,Studio
Enrique Iglesias,Noche de cuatro lunas,Studio
Enrique Iglesias,Ao Meu Brasil,Studio
Enrique Iglesias,Divorcio,Studio
Enrique Iglesias,Romantic Classics,Studio
Enrique Iglesias,1,Studio
Enrique Iglesias,México,Studio
Enrique Iglesias,En concierto,Live
Enrique Iglesias,Da Manuela a Pensami,Compilation
Enrique Iglesias,Minhas canções preferidas,Compilation
Enrique Iglesias,Julio,Compilation
Enrique Iglesias,My Life: The Greatest Hits,Compilation
Enrique Iglesias,Mi vida: Grandes éxitos,Compilation
Enrique Iglesias,Love Songs,Compilation
Enrique Iglesias,1: The Collection,Compilation
Enya,Enya,Studio
Enya,Watermark,Studio
Enya,Shepherd Moons,Studio
Enya,The Memory of Trees,Studio
Enya,A Day Without Rain,Studio
Enya,Amarantine,Studio
Enya,And Winter Came…,Studio
Enya,Dark Sky Island,Studio
Enya,Paint the Sky with Stars,Compilation
Enya,The Very Best of Enya,Compilation
Enya,A Box of Dreams,Box set
Enya,Only Time – The Collection,Box set
Enya,The Frog Prince: The Original Soundtrack Recording,Soundtrack
Enya,Themes from Calmi Cuori Appassionati,Soundtrack
Enya,Clannad,Studio
Enya,Clannad 2,Studio
Enya,Dúlamán,Studio
Enya,Crann Úll,Studio
Enya,Fuaim,Studio
Enya,Magical Ring,Studio
Enya,Legend,Studio
Enya,Macalla,Studio
Enya,Sirius,Studio
Enya,Atlantic Realm,Studio
Enya,The Angel and the Soldier Boy,Studio
Enya,Anam,Studio
Enya,Banba,Studio
Enya,Lore,Studio
Enya,Landmarks,Studio
Enya,Nádúr,Studio
Enya,Clannad in Concert,Live
Enya,Clannad: Live in Concert,Live
Enya,Clannad: Christ Church Cathedral,Live
Enya,Pastpresent,Compilation
Enya,The Collection,Compilation
Enya,Themes,Compilation
Enya,Rogha: The Best of Clannad ,Compilation
Enya,The Best of Clannad: In a Lifetime,Compilation
Enya,An Díolaim,Compilation
Enya,Celtic Themes,Compilation
Enya,Beginnings: The Best of the Early Years,Compilation
Enter Shikari,Take to the Skies,Studio
Enter Shikari,Common Dreads,Studio
Enter Shikari,A Flash Flood of Colour,Studio
Enter Shikari,The Mindsweep,Studio
Enter Shikari,The Spark,Studio
Enter Shikari,The Zone,Compilation
Enter Shikari,Tribalism,Compilation
Enter Shikari,The Mindsweep: Hospitalised,Remix
Enter Shikari,Live at Milton Keynes - Bootleg Series Volume 1,Live
Enter Shikari,Live at Rock City - Bootleg Series Volume 2,Live
Enter Shikari,Live from Planet Earth - Bootleg Series Volume 3,Live
Enter Shikari,Live in London. W6. March 2012. - Bootleg Series Volume 4,Live
Enter Shikari,Live in the Barrowland - Bootleg Series Volume 5,Live
Enter Shikari,Enter Shikari Live at Deezer,Live
Eros Ramazzotti,Eros,Compilation
Eros Ramazzotti,e²,Compilation
Eros Ramazzotti,Eros in Concert,Live
Eros Ramazzotti,21.00: Eros Live World Tour 2009/2010,Live
Erykah Badu,Baduizm,Studio
Erykah Badu,Mama's Gun,Studio
Erykah Badu,Worldwide Underground,Studio
Erykah Badu,New Amerykah Part One (4th World War),Studio
Erykah Badu,New Amerykah Part Two (Return of the Ankh),Studio
Erykah Badu,Live,Other
Erykah Badu,Icon: The Best of Erykah Badu,Other
Erykah Badu,But You Caint Use My Phone,Other
